BudgetBookVersion	Ministry	HeadNumber	HeadName	BudgetYear	DataVersion	DataValue
2024	MINISTRY OF NATIONAL SECURITY	45	FIRE SERVICES	2022	ACTUAL	16715
2024	MINISTRY OF NATIONAL SECURITY	45	FIRE SERVICES	2023	ORIGINAL	14880
2024	MINISTRY OF NATIONAL SECURITY	45	FIRE SERVICES	2023	REVISED	14880
2024	MINISTRY OF NATIONAL SECURITY	45	FIRE SERVICES	2024	ESTIMATE	16825
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	86	MIN. OF YOUTH, SOCIAL DEV. & SENIORS HQ	2022	ACTUAL	7084
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	86	MIN. OF YOUTH, SOCIAL DEV. & SENIORS HQ	2023	ORIGINAL	7625
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	86	MIN. OF YOUTH, SOCIAL DEV. & SENIORS HQ	2023	REVISED	7320
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	86	MIN. OF YOUTH, SOCIAL DEV. & SENIORS HQ	2024	ESTIMATE	11494
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	23	CHILD & FAMILY SERVICES	2022	ACTUAL	16572
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	23	CHILD & FAMILY SERVICES	2023	ORIGINAL	18814
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	23	CHILD & FAMILY SERVICES	2023	REVISED	18526
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	23	CHILD & FAMILY SERVICES	2024	ESTIMATE	19680
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	55	FINANCIAL ASSISTANCE	2022	ACTUAL	51415
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	55	FINANCIAL ASSISTANCE	2023	ORIGINAL	54121
2024	MINISTRY OF YOUTH, SOCIAL DEVELOPMENT & SENIORS	55	FINANCIAL ASSISTANCE	2023	REVISED	53917
