BudgetBookVersion	AnalysisGroup	HeadNumber	RevenueDescription	BudgetYear	DataVersion	DataValue
2008/09	FEES, PERMITS & LICENCES	36	WATER	2008/09	ESTIMATE	4112
2008/09	FEES, PERMITS & LICENCES	36	RENTALS	2006/07	ACTUAL	2586
2008/09	FEES, PERMITS & LICENCES	36	RENTALS	2007/08	ORIGINAL	3407
2008/09	FEES, PERMITS & LICENCES	36	RENTALS	2007/08	REVISED	2996
2008/09	FEES, PERMITS & LICENCES	36	RENTALS	2008/09	ESTIMATE	2645
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2006/07	ACTUAL	52067
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2007/08	ORIGINAL	52691
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2007/08	REVISED	54195
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2008/09	ESTIMATE	56116
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2006/07	ACTUAL	2706
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2007/08	ORIGINAL	2730
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2007/08	REVISED	2835
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2008/09	ESTIMATE	2907
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2006/07	ACTUAL	423
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2007/08	ORIGINAL	295
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2007/08	REVISED	335
2008/09	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2008/09	ESTIMATE	350
2008/09	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2006/07	ACTUAL	11295
2008/09	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2007/08	ORIGINAL	10000
2008/09	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2007/08	REVISED	10450
2008/09	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2008/09	ESTIMATE	12000
2008/09	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2006/07	ACTUAL	7328
2008/09	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2007/08	ORIGINAL	7900
2008/09	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2007/08	REVISED	10970
2008/09	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2008/09	ESTIMATE	12970
2008/09	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2006/07	ACTUAL	424
2008/09	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2007/08	ORIGINAL	438
2008/09	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2007/08	REVISED	368
2008/09	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2008/09	ESTIMATE	438
2008/09	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2006/07	ACTUAL	2814
2008/09	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2007/08	ORIGINAL	2548
2008/09	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2007/08	REVISED	2548
2008/09	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2008/09	ESTIMATE	3010
2008/09	OTHER RECEIPTS	03	FINES AND FORFEITURES	2006/07	ACTUAL	4330
2008/09	OTHER RECEIPTS	03	FINES AND FORFEITURES	2007/08	ORIGINAL	5252
2008/09	OTHER RECEIPTS	03	FINES AND FORFEITURES	2007/08	REVISED	4752
2008/09	OTHER RECEIPTS	03	FINES AND FORFEITURES	2008/09	ESTIMATE	5252
2008/09	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2006/07	ACTUAL	3273
2008/09	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2007/08	ORIGINAL	3200
2008/09	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2007/08	REVISED	3200
2008/09	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2008/09	ESTIMATE	3200
2008/09	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2006/07	ACTUAL	2152
2008/09	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2007/08	ORIGINAL	2000
2008/09	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2007/08	REVISED	2300
2008/09	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2008/09	ESTIMATE	250
2008/09	OTHER RECEIPTS		OTHER REVENUE	2006/07	ACTUAL	9960
2008/09	OTHER RECEIPTS		OTHER REVENUE	2007/08	ORIGINAL	12969
2008/09	OTHER RECEIPTS		OTHER REVENUE	2007/08	REVISED	12275
2008/09	OTHER RECEIPTS		OTHER REVENUE	2008/09	ESTIMATE	13330
2007/08	TAXES & DUTIES	12	CUSTOMS DUTY	2005/06	ACTUAL	227181
2007/08	TAXES & DUTIES	12	CUSTOMS DUTY	2006/07	ORIGINAL	225148
2007/08	TAXES & DUTIES	12	CUSTOMS DUTY	2006/07	REVISED	235468
2007/08	TAXES & DUTIES	12	CUSTOMS DUTY	2007/08	ESTIMATE	247383
2007/08	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2005/06	ACTUAL	12973
2007/08	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2006/07	ORIGINAL	10000
2007/08	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2006/07	REVISED	15000
2007/08	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2007/08	ESTIMATE	16000
2007/08	TAXES & DUTIES	29	TIMESHARING TAX	2005/06	ACTUAL	226
2007/08	TAXES & DUTIES	29	TIMESHARING TAX	2006/07	ORIGINAL	250
2007/08	TAXES & DUTIES	29	TIMESHARING TAX	2006/07	REVISED	250
2007/08	TAXES & DUTIES	29	TIMESHARING TAX	2007/08	ESTIMATE	250
2007/08	TAXES & DUTIES	38	PASSENGER TAXES	2005/06	ACTUAL	24856
2007/08	TAXES & DUTIES	38	PASSENGER TAXES	2006/07	ORIGINAL	26550
2007/08	TAXES & DUTIES	38	PASSENGER TAXES	2006/07	REVISED	28550
2007/08	TAXES & DUTIES	38	PASSENGER TAXES	2007/08	ESTIMATE	30050
2007/08	TAXES & DUTIES	38	STAMP DUTIES	2005/06	ACTUAL	48006
2007/08	TAXES & DUTIES	38	STAMP DUTIES	2006/07	ORIGINAL	54867
2007/08	TAXES & DUTIES	38	STAMP DUTIES	2006/07	REVISED	53877
2007/08	TAXES & DUTIES	38	STAMP DUTIES	2007/08	ESTIMATE	58377
2007/08	TAXES & DUTIES	38	BETTING TAX	2005/06	ACTUAL	1305
2007/08	TAXES & DUTIES	38	BETTING TAX	2006/07	ORIGINAL	1500
2007/08	TAXES & DUTIES	38	BETTING TAX	2006/07	REVISED	1500
2007/08	TAXES & DUTIES	38	BETTING TAX	2007/08	ESTIMATE	1500
2007/08	TAXES & DUTIES	38	LAND TAX	2005/06	ACTUAL	41936
2007/08	TAXES & DUTIES	38	LAND TAX	2006/07	ORIGINAL	51500
2007/08	TAXES & DUTIES	38	LAND TAX	2006/07	REVISED	51500
2007/08	TAXES & DUTIES	38	LAND TAX	2007/08	ESTIMATE	53200
2007/08	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2005/06	ACTUAL	6020
2007/08	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2006/07	ORIGINAL	6500
2007/08	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2006/07	REVISED	7200
2007/08	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2007/08	ESTIMATE	15000
2007/08	TAXES & DUTIES	38	PAYROLL TAX 	2005/06	ACTUAL	265119
2007/08	TAXES & DUTIES	38	PAYROLL TAX 	2006/07	ORIGINAL	265000
2007/08	TAXES & DUTIES	38	PAYROLL TAX 	2006/07	REVISED	270000
2007/08	TAXES & DUTIES	38	PAYROLL TAX 	2007/08	ESTIMATE	292000
2007/08	TAXES & DUTIES	38	HOTEL OCCUPANCY	2005/06	ACTUAL	11727
2007/08	TAXES & DUTIES	38	HOTEL OCCUPANCY	2006/07	ORIGINAL	11000
2007/08	TAXES & DUTIES	38	HOTEL OCCUPANCY	2006/07	REVISED	11000
2007/08	TAXES & DUTIES	38	HOTEL OCCUPANCY	2007/08	ESTIMATE	11000
2007/08	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2005/06	ACTUAL	2916
2007/08	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2006/07	ORIGINAL	2500
2007/08	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2006/07	REVISED	2500
2007/08	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2007/08	ESTIMATE	2500
2007/08	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2005/06	ACTUAL	334
2007/08	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2006/07	ORIGINAL	320
2007/08	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2006/07	REVISED	320
2007/08	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2007/08	ESTIMATE	320
2007/08	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2005/06	ACTUAL	1937
2007/08	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2006/07	ORIGINAL	1906
2007/08	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2006/07	REVISED	1982
2007/08	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2007/08	ESTIMATE	2082
2007/08	FEES, PERMITS & LICENCES	12	WHARFAGE	2005/06	ACTUAL	1614
2007/08	FEES, PERMITS & LICENCES	12	WHARFAGE	2006/07	ORIGINAL	1236
2007/08	FEES, PERMITS & LICENCES	12	WHARFAGE	2006/07	REVISED	1361
2007/08	FEES, PERMITS & LICENCES	12	WHARFAGE	2007/08	ESTIMATE	1430
2007/08	FEES, PERMITS & LICENCES	13	POST OFFICE	2005/06	ACTUAL	7710
2007/08	FEES, PERMITS & LICENCES	13	POST OFFICE	2006/07	ORIGINAL	7993
2007/08	FEES, PERMITS & LICENCES	13	POST OFFICE	2006/07	REVISED	7993
2007/08	FEES, PERMITS & LICENCES	13	POST OFFICE	2007/08	ESTIMATE	7993
2007/08	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2005/06	ACTUAL	10013
2007/08	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2006/07	ORIGINAL	11448
2007/08	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2006/07	REVISED	11448
2007/08	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2007/08	ESTIMATE	11755
2007/08	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2005/06	ACTUAL	1493
2007/08	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2006/07	ORIGINAL	1305
2007/08	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2006/07	REVISED	1303
2007/08	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2007/08	ESTIMATE	1371
2007/08	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2005/06	ACTUAL	1435
2007/08	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2006/07	ORIGINAL	1500
2007/08	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2006/07	REVISED	1618
2007/08	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2007/08	ESTIMATE	1717
2007/08	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2005/06	ACTUAL	2918
2007/08	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2006/07	ORIGINAL	3774
2007/08	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2006/07	REVISED	2956
2007/08	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2007/08	ESTIMATE	3037
2007/08	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2005/06	ACTUAL	10379
2007/08	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2006/07	ORIGINAL	11882
2007/08	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2006/07	REVISED	11882
2007/08	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2007/08	ESTIMATE	11650
2007/08	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2005/06	ACTUAL	1096
2007/08	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2006/07	ORIGINAL	2113
2007/08	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2006/07	REVISED	1561
2007/08	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2007/08	ESTIMATE	1750
2007/08	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2005/06	ACTUAL	24995
2007/08	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2006/07	ORIGINAL	26095
2007/08	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2006/07	REVISED	25322
2007/08	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2007/08	ESTIMATE	28153
2007/08	FEES, PERMITS & LICENCES	35	BUS REVENUES	2005/06	ACTUAL	7781
2007/08	FEES, PERMITS & LICENCES	35	BUS REVENUES	2006/07	ORIGINAL	7999
2007/08	FEES, PERMITS & LICENCES	35	BUS REVENUES	2006/07	REVISED	7999
2007/08	FEES, PERMITS & LICENCES	35	BUS REVENUES	2007/08	ESTIMATE	8015
2007/08	FEES, PERMITS & LICENCES	36	SOLID WASTE	2005/06	ACTUAL	3186
2007/08	FEES, PERMITS & LICENCES	36	SOLID WASTE	2006/07	ORIGINAL	5692
2007/08	FEES, PERMITS & LICENCES	36	SOLID WASTE	2006/07	REVISED	4532
2007/08	FEES, PERMITS & LICENCES	36	SOLID WASTE	2007/08	ESTIMATE	2060
2007/08	FEES, PERMITS & LICENCES	36	WATER	2005/06	ACTUAL	3697
2007/08	FEES, PERMITS & LICENCES	36	WATER	2006/07	ORIGINAL	4350
2007/08	FEES, PERMITS & LICENCES	36	WATER	2006/07	REVISED	4350
2007/08	FEES, PERMITS & LICENCES	36	WATER	2007/08	ESTIMATE	5090
2007/08	FEES, PERMITS & LICENCES	36	RENTALS	2005/06	ACTUAL	2192
2007/08	FEES, PERMITS & LICENCES	36	RENTALS	2006/07	ORIGINAL	2646
2007/08	FEES, PERMITS & LICENCES	36	RENTALS	2006/07	REVISED	2647
2007/08	FEES, PERMITS & LICENCES	36	RENTALS	2007/08	ESTIMATE	3407
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2005/06	ACTUAL	49362
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2006/07	ORIGINAL	49565
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2006/07	REVISED	49565
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2007/08	ESTIMATE	52691
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2005/06	ACTUAL	2459
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2006/07	ORIGINAL	2500
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2006/07	REVISED	2500
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2007/08	ESTIMATE	2730
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2005/06	ACTUAL	350
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2006/07	ORIGINAL	295
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2006/07	REVISED	295
2007/08	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2007/08	ESTIMATE	295
2007/08	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2005/06	ACTUAL	10763
2007/08	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2006/07	ORIGINAL	9711
2007/08	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2006/07	REVISED	9688
2007/08	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2007/08	ESTIMATE	10000
2007/08	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2005/06	ACTUAL	5757
2007/08	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2006/07	ORIGINAL	5180
2007/08	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2006/07	REVISED	6850
2007/08	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2007/08	ESTIMATE	7900
2007/08	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2005/06	ACTUAL	393
2007/08	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2006/07	ORIGINAL	438
2007/08	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2006/07	REVISED	438
2007/08	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2007/08	ESTIMATE	438
2007/08	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2005/06	ACTUAL	2187
2007/08	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2006/07	ORIGINAL	2350
2007/08	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2006/07	REVISED	2350
2007/08	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2007/08	ESTIMATE	2548
2007/08	OTHER RECEIPTS	03	FINES AND FORFEITURES	2005/06	ACTUAL	4815
2007/08	OTHER RECEIPTS	03	FINES AND FORFEITURES	2006/07	ORIGINAL	5228
2007/08	OTHER RECEIPTS	03	FINES AND FORFEITURES	2006/07	REVISED	5225
2007/08	OTHER RECEIPTS	03	FINES AND FORFEITURES	2007/08	ESTIMATE	5252
2007/08	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2005/06	ACTUAL	2662
2007/08	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2006/07	ORIGINAL	2500
2007/08	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2006/07	REVISED	2700
2007/08	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2007/08	ESTIMATE	3200
2007/08	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2005/06	ACTUAL	1753
2007/08	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2006/07	ORIGINAL	2000
2007/08	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2006/07	REVISED	1800
2007/08	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	2007/08	ESTIMATE	2000
2007/08	OTHER RECEIPTS		OTHER REVENUE	2005/06	ACTUAL	10541
2007/08	OTHER RECEIPTS		OTHER REVENUE	2006/07	ORIGINAL	10772
2007/08	OTHER RECEIPTS		OTHER REVENUE	2006/07	REVISED	10484
2007/08	OTHER RECEIPTS		OTHER REVENUE	2007/08	ESTIMATE	12969
2006/07	TAXES & DUTIES	12	CUSTOMS DUTY	2004/05	ACTUAL	212254
2006/07	TAXES & DUTIES	12	CUSTOMS DUTY	2005/06	ORIGINAL	202756
2006/07	TAXES & DUTIES	12	CUSTOMS DUTY	2005/06	REVISED	217047
2006/07	TAXES & DUTIES	12	CUSTOMS DUTY	2006/07	ESTIMATE	225148
2006/07	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2004/05	ACTUAL	11122
2006/07	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2005/06	ORIGINAL	7000
2006/07	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2005/06	REVISED	11000
2006/07	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2006/07	ESTIMATE	10000
2006/07	TAXES & DUTIES	29	TIMESHARING TAX	2004/05	ACTUAL	234
2006/07	TAXES & DUTIES	29	TIMESHARING TAX	2005/06	ORIGINAL	300
2006/07	TAXES & DUTIES	29	TIMESHARING TAX	2005/06	REVISED	250
2006/07	TAXES & DUTIES	29	TIMESHARING TAX	2006/07	ESTIMATE	250
2006/07	TAXES & DUTIES	38	PASSENGER TAXES	2004/05	ACTUAL	25844
2006/07	TAXES & DUTIES	38	PASSENGER TAXES	2005/06	ORIGINAL	27150
2006/07	TAXES & DUTIES	38	PASSENGER TAXES	2005/06	REVISED	24810
2006/07	TAXES & DUTIES	38	PASSENGER TAXES	2006/07	ESTIMATE	26550
2006/07	TAXES & DUTIES	38	STAMP DUTIES	2004/05	ACTUAL	47827
2006/07	TAXES & DUTIES	38	STAMP DUTIES	2005/06	ORIGINAL	33420
2006/07	TAXES & DUTIES	38	STAMP DUTIES	2005/06	REVISED	48413
2006/07	TAXES & DUTIES	38	STAMP DUTIES	2006/07	ESTIMATE	54867
2006/07	TAXES & DUTIES	38	BETTING TAX	2004/05	ACTUAL	1229
2006/07	TAXES & DUTIES	38	BETTING TAX	2005/06	ORIGINAL	1300
2006/07	TAXES & DUTIES	38	BETTING TAX	2005/06	REVISED	1250
2006/07	TAXES & DUTIES	38	BETTING TAX	2006/07	ESTIMATE	1500
2006/07	TAXES & DUTIES	38	LAND TAX	2004/05	ACTUAL	41988
2006/07	TAXES & DUTIES	38	LAND TAX	2005/06	ORIGINAL	45000
2006/07	TAXES & DUTIES	38	LAND TAX	2005/06	REVISED	50000
2006/07	TAXES & DUTIES	38	LAND TAX	2006/07	ESTIMATE	51500
2006/07	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2004/05	ACTUAL	5101
2006/07	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2005/06	ORIGINAL	5000
2006/07	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2005/06	REVISED	6000
2006/07	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2006/07	ESTIMATE	6500
2006/07	TAXES & DUTIES	38	PAYROLL TAX 	2004/05	ACTUAL	247339
2006/07	TAXES & DUTIES	38	PAYROLL TAX 	2005/06	ORIGINAL	250000
2006/07	TAXES & DUTIES	38	PAYROLL TAX 	2005/06	REVISED	253000
2006/07	TAXES & DUTIES	38	PAYROLL TAX 	2006/07	ESTIMATE	265000
2006/07	TAXES & DUTIES	38	HOTEL OCCUPANCY	2004/05	ACTUAL	10740
2006/07	TAXES & DUTIES	38	HOTEL OCCUPANCY	2005/06	ORIGINAL	10000
2006/07	TAXES & DUTIES	38	HOTEL OCCUPANCY	2005/06	REVISED	10700
2006/07	TAXES & DUTIES	38	HOTEL OCCUPANCY	2006/07	ESTIMATE	11000
2006/07	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2004/05	ACTUAL	2483
2006/07	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2005/06	ORIGINAL	2500
2006/07	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2005/06	REVISED	2500
2006/07	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2006/07	ESTIMATE	2500
2006/07	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2004/05	ACTUAL	299
2006/07	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2005/06	ORIGINAL	295
2006/07	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2005/06	REVISED	300
2006/07	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2006/07	ESTIMATE	320
2006/07	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2004/05	ACTUAL	1922
2006/07	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2005/06	ORIGINAL	1828
2006/07	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2005/06	REVISED	1850
2006/07	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2006/07	ESTIMATE	1906
2006/07	FEES, PERMITS & LICENCES	12	WHARFAGE	2004/05	ACTUAL	1467
2006/07	FEES, PERMITS & LICENCES	12	WHARFAGE	2005/06	ORIGINAL	1308
2006/07	FEES, PERMITS & LICENCES	12	WHARFAGE	2005/06	REVISED	1236
2006/07	FEES, PERMITS & LICENCES	12	WHARFAGE	2006/07	ESTIMATE	1236
2006/07	FEES, PERMITS & LICENCES	13	POST OFFICE	2004/05	ACTUAL	7631
2006/07	FEES, PERMITS & LICENCES	13	POST OFFICE	2005/06	ORIGINAL	8100
2006/07	FEES, PERMITS & LICENCES	13	POST OFFICE	2005/06	REVISED	8032
2006/07	FEES, PERMITS & LICENCES	13	POST OFFICE	2006/07	ESTIMATE	7993
2006/07	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2004/05	ACTUAL	9001
2006/07	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2005/06	ORIGINAL	8386
2006/07	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2005/06	REVISED	10058
2006/07	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2006/07	ESTIMATE	11448
2006/07	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2004/05	ACTUAL	1347
2006/07	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2005/06	ORIGINAL	1301
2006/07	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2005/06	REVISED	1305
2006/07	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2006/07	ESTIMATE	1305
2006/07	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2004/05	ACTUAL	1133
2006/07	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2005/06	ORIGINAL	1000
2006/07	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2005/06	REVISED	1300
2006/07	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2006/07	ESTIMATE	1500
2006/07	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2004/05	ACTUAL	3336
2006/07	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2005/06	ORIGINAL	3300
2006/07	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2005/06	REVISED	3521
2006/07	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2006/07	ESTIMATE	3774
2006/07	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2004/05	ACTUAL	10735
2006/07	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2005/06	ORIGINAL	10003
2006/07	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2005/06	REVISED	11162
2006/07	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2006/07	ESTIMATE	11882
2006/07	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2004/05	ACTUAL	1516
2006/07	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2005/06	ORIGINAL	1091
2006/07	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2005/06	REVISED	1704
